country_source,year_source,event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,actor1_left,actor1_right,actor1_centre,actor1_unknown,actor2_left,actor2_right,actor2_centre,actor2_unknown,assoc_actor1_left,assoc_actor1_right,assoc_actor1_centre,assoc_actor1_unknown,assoc_actor2_left,assoc_actor2_right,assoc_actor2_centre,assoc_actor2_unknown,event_left,event_right,event_centre,event_partisan_type,predicted_partisan_type,confidence,event_partisan_type_final,classification_source
Germany,2020,DEU4616,2020-12-11,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Farmers (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Mecklenburg-Vorpommern,Rostock,NA,Rostock,54.0926,12.1282,2,Norddeutscher Rundfunk,Subnational,"On 11 December 2020, farmers protested with a tractor rally near Rostock against agricultural and environmental policies.",0,crowd size=no report,1733203767,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,unknown,0.010334248654544353,unknown,unknown
Germany,2020,DEU4617,2020-12-11,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Farmers (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Mecklenburg-Vorpommern,Schwerin,NA,Schwerin,53.6296,11.4141,1,Norddeutscher Rundfunk,Subnational,"On 11 December 2020, farmers protested with a tractor rally in Schwerin against agricultural and environmental policies.",0,crowd size=no report,1733203767,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,unknown,0.013108819723129272,unknown,unknown
Germany,2020,DEU4618,2020-12-11,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Farmers (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,NA,Stavenhagen,53.6952,12.9082,2,Norddeutscher Rundfunk,Subnational,"On 11 December 2020, farmers protested with a tractor rally near Stavenhagen against agricultural and environmental policies.",0,crowd size=no report,1733203767,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,unknown,0.011782675981521606,unknown,unknown
Germany,2020,DEU4619,2020-12-11,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Farmers (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Niedersachsen,Ammerland,NA,Wiefelstede,53.2559,8.115,1,NWZ Online,Subnational,"On 11 December 2020, farmers protested in front of an Edeka supermarket warehouse in Wiefelstede for higher milk and meat prices.",0,crowd size=no report,1733203767,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,unknown,0.026566166430711746,unknown,unknown
Germany,2020,DEU462,2020-02-03,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Nordrhein-Westfalen,Stadteregion Aachen,NA,Aachen,50.7764,6.0857,1,Aachener Zeitung,Subnational,"On 3 February 2020, about 5 animal activists protested in front of the court in Aachen against the killing of diseased cattle and demanded to vaccinate them instead.",0,crowd size=about 5,1733203767,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.008327987045049667,unknown,unknown
Germany,2020,DEU4621,2020-12-11,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Germany),IB: Internationalist Alliance; Labor Group (Germany); MLPD: Marxist-Leninist Party of Germany; Ver.di: United Services Union,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Bayern,Munchen,NA,Munchen,48.1374,11.5755,1,Rote Fahne,National,"Around 11 December 2020 (as reported), around 50 people protested in Munchen against the deportation of an activists accused of being a member of the TKP/ML (Turkish Communist Party). The protest was organized by the IB and Ver.di and attended by the MLPD.",0,crowd size=around 50,1733203767,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,left_only,NA,NA,left_only,original
Germany,2020,DEU4623,2020-12-11,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Health Workers (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Baden-Wurttemberg,Ravensburg,NA,Leutkirch im Allgau,47.8265,10.0224,1,Schwabische Zeitung,Subnational,"On 11 December 2020, employees of the ambulance service of the DRK (the German Red Cross) held a vigil in Leutkirch im Allgau to draw attention to their situation amidst ongoing collective wage negotiations.",0,crowd size=no report,1733203767,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,left,0.4707733988761902,left,text_classification
Germany,2020,DEU4626,2020-12-12,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Labor Group (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Bayern,Nurnberg,NA,Nurnberg,49.4552,11.0783,1,Bayerischer Rundfunk,Subnational,"On 12 December 2020, around 200 people from the cultural sectors protested in Nurnberg for more affordable cultural spaces.",0,crowd size=around 200,1733203767,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,unknown,0.1399541199207306,unknown,unknown
Germany,2020,DEU4627,2020-12-12,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Querdenken,Protesters,Protesters (Germany),NA,Protesters,Protesters-Protesters,NA,276,Europe,Germany,Schleswig-Holstein,Kiel,NA,Kiel,54.323,10.1356,1,Kieler Nachrichten; Norddeutscher Rundfunk,Subnational,"On 12 December 2020, around 360 people gathered for a Querdenken (Lateral Thinking) protest in Kiel. Around 250 people gathered for a counter-protest.",0,crowd size=around 610,1733203767,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,unknown,left,0.5149187445640564,left,text_classification
Germany,2020,DEU4628,2020-12-12,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Sachsen,Dresden,NA,Dresden,51.0509,13.7383,1,Endstation Rechts; Radiodresden,Other-Subnational,"On 12 December 2020, around 80 to 100 people gathered in Dresden for a counter-protest against a Querdenken (Lateral Thinking) demonstration that took place at the same time [coded as a separate event].",0,crowd size=around 80 to 100,1733203767,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.3957500159740448,unknown,unknown
Germany,2020,DEU4635,2020-12-12,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Mecklenburg-Vorpommern,Vorpommern-Greifswald,NA,Battinsthal,53.3311,14.2483,1,Berliner Zeitung; Suddeutsche Zeitung,National,"Around 12 December 2020 (weekend of), people held a vigil in Battinsthal to protest against planned wind parks in the area.",0,crowd size=no report,1764722056,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.26423487067222595,unknown,unknown
Germany,2020,DEU4636,2020-12-12,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),FFF: Fridays for Future; Students (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Berlin,Berlin,NA,Berlin - Mitte,52.5177,13.4024,1,Indymedia (Germany),Other,"On 12 December 2020, people, including Fridays for Future activists, protested at Wedding in Berlin - Mitte (Berlin) with the slogan 'For a Social and Democratic Solution in the Crisis! - The Rich Should Pay!' for a fairer distribution of burdens in the wake of the coronavirus pandemic.",0,crowd size=no report,1733203767,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,left_only,NA,NA,left_only,original
Germany,2020,DEU4637,2020-12-12,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),GEW: German Education Union; Students (Germany); Teachers (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Nordrhein-Westfalen,Bonn,NA,Bonn,50.7344,7.0955,1,General Anzeiger,Subnational,"On 12 December 2020, around 30 teachers, students and parents protested in Bonn for better concepts and sanitary measures in schools and children day care centers in the context of the coronavirus pandemic. The protest was organized by the GEW.",0,crowd size=around 30,1733203767,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,left_only,NA,NA,left_only,original
Germany,2020,DEU4639,2020-12-12,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),IB: Internationalist Alliance; MLPD: Marxist-Leninist Party of Germany,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Nordrhein-Westfalen,Essen,NA,Essen,51.4592,7.0141,1,Rote Fahne,National,"On 12 December 2020, around 40 people protested in Essen against the closure of a hospital. The protest was organized by the Internationalist Alliance and attended by the MLPD.",0,crowd size=around 40,1733203767,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,left_only,NA,NA,left_only,original
Germany,2020,DEU464,2020-02-04,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Farmers (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Niedersachsen,Grafschaft Bentheim,NA,Wilsum,52.5368,6.8525,1,Hamburger Abendblatt; Norddeutscher Rundfunk,Subnational-National,"On 4 February 2020, about 1500 farmers protested at the reception of the federal agriculture minister in Wilsum against the agrarian policy.",0,crowd size=about 1500,1733203767,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,unknown,0.05472882464528084,unknown,unknown
Germany,2020,DEU4640,2020-12-12,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Mecklenburg-Vorpommern,Vorpommern-Greifswald,NA,Ferdinandshof,53.6639,13.8898,1,Berliner Zeitung; Suddeutsche Zeitung,National,"Around 12 December 2020 (weekend of), people held a vigil in Ferdinandshof to protest against planned wind parks in the area.",0,crowd size=no report,1764722056,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.2514815032482147,unknown,unknown
Germany,2020,DEU4642,2020-12-12,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Mecklenburg-Vorpommern,Vorpommern-Greifswald,NA,Linken,53.4545,14.3667,1,Berliner Zeitung; Suddeutsche Zeitung,National,"Around 12 December 2020 (weekend of), people held a vigil in Linken to protest against planned wind parks in the area.",0,crowd size=no report,1764722056,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.21443180739879608,unknown,unknown
Germany,2020,DEU4643,2020-12-12,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Sachsen-Anhalt,Magdeburg,NA,Magdeburg,52.1307,11.642,1,RIAS,New media,"On 12 December 2020, people protested in Magdeburg against the coronavirus protection measures.",0,crowd size=no report,1733203767,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,right,0.7009793519973755,right,text_classification
Germany,2020,DEU4644,2020-12-12,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Nordrhein-Westfalen,Hochsauerlandkreis,NA,Neheim,51.453,7.9608,1,Westfalen Post,Subnational,"On 12 December 2020, around 10 people wearing white protection suits protested in Neheim allegedly against the coronavirus protection measures.",0,crowd size=around 10,1733203767,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.2291351556777954,unknown,unknown
Germany,2020,DEU4648,2020-12-12,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Germany),Querdenken,Protesters,Police Forces of Germany (2005-2021),NA,State forces,State forces-Protesters,NA,276,Europe,Germany,Sachsen,Dresden,NA,Dresden,51.0509,13.7383,1,Der Tagesspiegel; Endstation Rechts; Radiodresden; Suddeutsche Zeitung,Other-Subnational,"On 12 December 2020, around 30 to 40 people joined a Querdenken (Lateral Thinking) in Dresden protest despite a ban issued by a court. Around 46 far right Hooligans that came to join the Querdenken protest were detained by police.",0,crowd size=around 76 to 86,1753970414,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,unknown,unknown,0.2608511745929718,unknown,unknown
Germany,2020,DEU4649,2020-12-12,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Antifa; Kurdish Ethnic Group (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Baden-Wurttemberg,Freiburg im Breisgau,NA,Freiburg im Breisgau,47.9946,7.8484,1,Indymedia (Germany),Other,"On 12 December 2020, up to 350 people from the far left, Kurdish organizations and Antifa activists protested in Freiburg im Breisgau with the slogan 'United We Stand' against state repression.",0,crowd size=up to 350,1733203767,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,left_only,NA,NA,left_only,original
Germany,2020,DEU4650,2020-12-12,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Niedersachsen,Region Hannover,NA,Hannover,52.3705,9.7332,1,Indymedia (Germany),Other,"On 12 December 2020, far left activists gathered in Hannover for the preservation of the youth/autonomous center P31 in Nurnberg which is scheduled to make way for a parking space and luxury buildings.",0,crowd size=no report,1733203767,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,left,0.9544315934181213,left,text_classification
Germany,2020,DEU4652,2020-12-12,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Antifa,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Baden-Wurttemberg,Lorrach,NA,Lorrach,47.6121,7.6608,1,Basler Zeitung,Regional,"On 12 December 2020, around 90 people from the far left and Antifa protested in Lorrach against an Alternative for Germany protest, which had been cancelled earlier.",0,crowd size=around 90,1733203767,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,left_only,NA,NA,left_only,original
Germany,2020,DEU4654,2020-12-12,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Antifa,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Baden-Wurttemberg,Lorrach,NA,Weil am Rhein,47.5933,7.6115,1,Basler Zeitung,Regional,"On 12 December 2020, around 80 people from the far left and Antifa protested in Weil am Rhein against an Alternative for Germany info booth.",0,crowd size=around 80,1733203767,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,left_only,NA,NA,left_only,original
Germany,2020,DEU4655,2020-12-13,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Berlin,Berlin,NA,Berlin - Friedrichshain-Kreuzberg,52.501,13.4403,1,Indymedia (Germany),Other,"On 13 December 2020, about 100 people gathered in Berlin - Friedrichshain-Kreuzberg (Berlin), at Kreuzberg, to protest against repression and police violence.",0,crowd size=about 100,1756833660,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.3907950818538666,unknown,unknown
Germany,2020,DEU4656,2020-12-13,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Students (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Nordrhein-Westfalen,Dusseldorf,NA,Dusseldorf,51.2217,6.7762,1,Rheinische Post,Subnational,"Around 13 December 2020 (as reported), students of a music school held a vigil in Dusseldorf to draw attention to the situation of artists during the coronavirus pandemic.",0,crowd size=no report,1733203767,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,unknown,0.020467111840844154,unknown,unknown
Germany,2020,DEU4658,2020-12-13,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Christian Group (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Nordrhein-Westfalen,Munster,NA,Munster,51.9614,7.6231,1,WDR,Subnational,"On 13 December 2020, around 300 members of a church community protested in Munster against the relocation of the church's priest.",0,crowd size=around 300,1733203767,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,unknown,0.06086767092347145,unknown,unknown
Germany,2020,DEU4659,2020-12-13,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Berlin,Berlin,NA,Berlin - Mitte,52.5177,13.4024,1,RIAS,New media,"On 13 December 2020, members of the far right protested in front of the Bundestag in Berlin - Mitte. The reason for the protest was not reported.",0,crowd size=no report,1733203767,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,right,0.7700498104095459,right,text_classification
Germany,2020,DEU466,2020-02-04,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Health Workers (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Saarland,Saarpfalz-Kreis,NA,Homburg,49.3169,7.3393,1,Rheinpfalz; Saarlandischer Rundfunk,Subnational-National,"On 4 February 2020, about 120 health workers striked and protested in Homburg for better working conditions and higher salary amid collective bargaining.",0,crowd size=about 120,1733203767,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,left,0.6658817529678345,left,text_classification
Germany,2020,DEU4661,2020-12-13,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Niedersachsen,Region Hannover,NA,Hannover,52.3705,9.7332,1,Indymedia (Germany),Other,"On 13 December 2020, around 50 people from the far left protested in Hannover against police violence and repression.",0,crowd size=around 50,1756833660,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,left,0.7540850639343262,left,text_classification
Germany,2020,DEU4663,2020-12-14,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Querdenken,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Bayern,Bamberg,NA,Bamberg,49.8914,10.8868,1,RIAS,New media,"On 14 December 2020, Querdenken supporters protested in Bamberg against the coronavirus protection measures.",0,crowd size=no report,1733203767,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,right,0.9019091725349426,right,text_classification
Germany,2020,DEU4664,2020-12-14,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Students (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Berlin,Berlin,NA,Berlin - Pankow,52.566,13.4031,1,Berliner Morgenpost,Subnational,"On 14 December 2020, school and university students protested in Berlin - Pankow against coronavirus deniers.",0,crowd size=no report,1733203768,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,unknown,0.07567966729402542,unknown,unknown
Germany,2020,DEU4665,2020-12-14,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Nordrhein-Westfalen,Bochum,NA,Bochum,51.4818,7.2197,1,WDR,Subnational,"On 14 December 2020, activists of a citizen initiative protested in Bochum against a planned new construction project that envisages up to 800 new houses in the city quarters Gerthe and Hiltrop and demanded more citizen participation. Protesters fear that the area will lose its 'village-like' character.",0,crowd size=no report,1733203768,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.23595896363258362,unknown,unknown
Germany,2020,DEU4666,2020-12-14,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Women (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Hessen,Fulda,NA,Fulda,50.5523,9.6762,1,Fuldaer Zeitung,Subnational,"On 14 December 2020, around 50 to 60 people held a vigil in Fulda to commemorate a 35-year-old female doctor who was allegedly killed by her ex-partner and to take a stance against violence against women and femicides. The vigil was organized by the Feminist Initiative Fulda.",0,crowd size=around 50 to 60,1733203768,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,unknown,0.12105100601911545,unknown,unknown
Germany,2020,DEU4667,2020-12-14,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Thuringen,Greiz,NA,Greiz,50.656,12.202,1,Polizei Thuringen; Suddeutsche Zeitung; TLZ,Other-Subnational,"On 14 December 2020, around 60 people gathered in Greiz to protest against the coronavirus protection measures and for the preservation of basic rights.",0,crowd size=around 60,1733203768,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,left,0.5470855236053467,left,text_classification
Germany,2020,DEU467,2020-02-04,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Health Workers (Germany); Students (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Niedersachsen,Region Hannover,NA,Hannover,52.3705,9.7332,1,Aachener Zeitung; Hessische Niedersachsische Allgemeine; WDR,National,"On 4 February 2020, between 3000 and 4000 health workers and medical students striked and protested in Hannover for better working conditions and higher salary amid collective bargaining.",0,crowd size=between 3000 and 4000,1733203768,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,left,0.7402146458625793,left,text_classification
Germany,2020,DEU4673,2020-12-14,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Thuringen,Saale-Orla-Kreis,NA,Possneck,50.6946,11.5945,1,Polizei Thuringen; Suddeutsche Zeitung; TLZ,Other-Subnational,"On 14 December 2020, around 35 people gathered in Possneck to protest against the coronavirus protection measures. It is not clear if police intervened physically to stop the protest.",0,crowd size=around 35,1733203768,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.4167616367340088,unknown,unknown
Germany,2020,DEU4675,2020-12-14,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Thuringen,Saalfeld-Rudolstadt,NA,Saalfeld,50.6484,11.3614,1,TLZ,Subnational,"On 14 December 2020, around 70 people protested in Saalfeld against the coronavirus protection measures.",0,crowd size=around 70,1733203768,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,right,0.535881757736206,right,text_classification
Germany,2020,DEU4677,2020-12-14,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Thuringen,Suhl,NA,Suhl,50.6092,10.6942,1,Polizei Thuringen; Suddeutsche Zeitung; TLZ,Other-Subnational,"On 14 December 2020, more than 60 people protested in Suhl against the coronavirus protection measures.",0,crowd size=more than 60,1733203768,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,right,0.5012456774711609,right,text_classification
Germany,2020,DEU468,2020-02-04,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Labor Group (Germany); Ver.di: United Services Union,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Brandenburg,Potsdam,NA,Potsdam,52.4001,13.0641,1,Berliner Morgenpost,National,"On 4 February 2020, about 50 castle workers, organized by Ver.di, protested in Potsdam in support of the ongoing collective bargaining.",0,crowd size=about 50,1733203768,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,left_only,NA,NA,left_only,original
Germany,2020,DEU4680,2020-12-14,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Thuringen,Greiz,NA,Weida,50.774,12.0609,1,Polizei Thuringen; Suddeutsche Zeitung; TLZ,Other-Subnational,"On 14 December 2020, 24 people protested in Weida against the coronavirus protection measures.",0,crowd size=24,1733203768,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,right,0.6320562362670898,right,text_classification
Germany,2020,DEU4681,2020-12-14,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Thuringen,Weimar,NA,Weimar,50.9805,11.3293,1,Polizei Thuringen; Suddeutsche Zeitung; TLZ,Other-Subnational,"On 14 December 2020, around 125 people protested in Weimar with a 'Hygienic Walk' against the coronavirus protection measures.",0,crowd size=around 125,1733203768,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,right,0.5456256866455078,right,text_classification
Germany,2020,DEU4682,2020-12-14,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Thuringen,Greiz,NA,Zeulenroda,50.6482,11.9796,1,Polizei Thuringen; RIAS; Suddeutsche Zeitung; TLZ,Other-New media,"On 14 December 2020, around 300 people protested in Zeulenroda against the coronavirus protection measures.",0,crowd size=around 300,1733203768,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,right,0.5877644419670105,right,text_classification
Germany,2020,DEU4684,2020-12-14,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Niedersachsen,Region Hannover,NA,Hannover,52.3705,9.7332,1,Indymedia (Germany),Other,"Around 14 December 2020 (as reported), activists from the far left squatted an empty building in Hannover to protest against housing vacancies.",0,crowd size=no report,1733203768,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.3607560396194458,unknown,unknown
Germany,2020,DEU4685,2020-12-15,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Kurdish Ethnic Group (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Berlin,Berlin,NA,Berlin,52.5244,13.4105,1,Indymedia (Germany),Other,"On 15 December 2020, activists from the Internationalist and Kurdish Youth protested in Berlin in trams by distributing balloons with flyers and reading out loud texts on anti-fascism, democracy, women movements and ecology in South Kurdistan (Sengal).",0,crowd size=no report,1733203768,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,left,0.9958901405334473,left,text_classification
Germany,2020,DEU4686,2020-12-15,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Nordrhein-Westfalen,Koln,NA,Koln,50.9333,6.95,1,General Anzeiger; Kolnische Rundschau,Subnational,"On 15 December 2020, around 50 people protested in Koln against the construction of a highway connection (Rheinspange).",0,crowd size=around 50,1733203768,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.27550044655799866,unknown,unknown
Germany,2020,DEU4687,2020-12-15,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Querdenken,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Nordrhein-Westfalen,Markischer Kreis,NA,Ludenscheid,51.2181,7.6389,1,Merkur,National,"Around 15 December 2020 (as reported), people, including Querdenken supporters, protested in Ludenscheid against the coronavirus protection measures.",0,crowd size=no report,1733203768,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,right,0.7895897030830383,right,text_classification
